Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Matthew Faughnan,"""Treehouse of Horror XXII""",Jackie Mason,3,489,489–2303,1,10/30/2011,NABF19,NABF19,Rabbi Krustofski,23,23,"In this year's introduction, Homer gets his arm pinned under a boulder, makes a 911 call to someone who's been in a similar scenario, and must gnaw his way to freedom. In The Diving Bell and the Butterball,"" Homer is put in a coma by a black widow spider bite and finds a new, smelly way to communicate. Next, Flanders gets a call from God to rid the world of sinners by murdering them in '""Dial D for Diddly."" Finally, Bart and Milhouse must infiltrate an alien planet by posing as the natives in the Avatar parody, ""In the Na'vi.""","""Treehouse of Horror XXII""",8.1,Carolyn Omine
1000,Mark Kirkland,"""Replaceable You""",Jane Lynch,4,490,490–2304,1,11/6/2011,NABF21,NABF21,Roz,23,23,"Homer gets a new assistant named Roz who is secretly out to steal his job. Meanwhile, Bart and Martin create a robot seal that becomes a hit with the elderly crowd at the Springfield Retirement Center.","""Replaceable You""",8.0,Stephanie Gillis
1000,Timothy Bailey,"""The Food Wife""",Tim Heidecker,5,491,491–2305,1,11/13/2011,NABF20,NABF20,Amus Bruse,23,23,"Tired of doing ""mom"" things and being much less fun for the kids than Homer, Marge takes the family out to an Ethiopian restaurant and enjoys the food so much that she starts a food blog with Bart and Lisa, which hurts Homer's feelings -- and may do more than hurt him when Marge tricks Homer into thinking a rundown building housing a meth lab is a hip, new restaurant.","""The Food Wife""",7.5,Matt Selman
1000,Timothy Bailey,"""The Food Wife""",Eric Wareheim,5,491,491–2305,1,11/13/2011,NABF20,NABF20,Fois Garth,23,23,"Tired of doing ""mom"" things and being much less fun for the kids than Homer, Marge takes the family out to an Ethiopian restaurant and enjoys the food so much that she starts a food blog with Bart and Lisa, which hurts Homer's feelings -- and may do more than hurt him when Marge tricks Homer into thinking a rundown building housing a meth lab is a hip, new restaurant.","""The Food Wife""",7.5,Matt Selman
1000,Timothy Bailey,"""The Food Wife""",Anthony Bourdain,5,491,491–2305,1,11/13/2011,NABF20,NABF20,Himself,23,23,"Tired of doing ""mom"" things and being much less fun for the kids than Homer, Marge takes the family out to an Ethiopian restaurant and enjoys the food so much that she starts a food blog with Bart and Lisa, which hurts Homer's feelings -- and may do more than hurt him when Marge tricks Homer into thinking a rundown building housing a meth lab is a hip, new restaurant.","""The Food Wife""",7.5,Matt Selman
1000,Timothy Bailey,"""The Food Wife""",Gordon Ramsay,5,491,491–2305,1,11/13/2011,NABF20,NABF20,Himself,23,23,"Tired of doing ""mom"" things and being much less fun for the kids than Homer, Marge takes the family out to an Ethiopian restaurant and enjoys the food so much that she starts a food blog with Bart and Lisa, which hurts Homer's feelings -- and may do more than hurt him when Marge tricks Homer into thinking a rundown building housing a meth lab is a hip, new restaurant.","""The Food Wife""",7.5,Matt Selman
1000,Timothy Bailey,"""The Food Wife""",Mario Batali,5,491,491–2305,1,11/13/2011,NABF20,NABF20,Himself,23,23,"Tired of doing ""mom"" things and being much less fun for the kids than Homer, Marge takes the family out to an Ethiopian restaurant and enjoys the food so much that she starts a food blog with Bart and Lisa, which hurts Homer's feelings -- and may do more than hurt him when Marge tricks Homer into thinking a rundown building housing a meth lab is a hip, new restaurant.","""The Food Wife""",7.5,Matt Selman
1000,Bob Anderson,"""The Book Job""",Neil Gaiman,6,492,492–2306,1,11/20/2011,NABF22,NABF22,Himself,23,23,"When Lisa discovers that her favorite book series (the Angelica Button fantasy series as mentioned in ""The Haw-Hawed Couple"") is ghost-written by a group of publishers (with an actress as the ""author""), Homer and Bart are inspired to do the same by getting a group of people to write a fantasy novel about ghouls in a prestigious academy -- but when an actual publisher plots to turn it into yet another vampire fiction book for tweens, Lisa, Bart, and Homer must save their original work from getting destroyed.","""The Book Job""",5.7,Dan Vebber
1000,Bob Anderson,"""The Book Job""",Andy García,6,492,492–2306,1,11/20/2011,NABF22,NABF22,Publisher,23,23,"When Lisa discovers that her favorite book series (the Angelica Button fantasy series as mentioned in ""The Haw-Hawed Couple"") is ghost-written by a group of publishers (with an actress as the ""author""), Homer and Bart are inspired to do the same by getting a group of people to write a fantasy novel about ghouls in a prestigious academy -- but when an actual publisher plots to turn it into yet another vampire fiction book for tweens, Lisa, Bart, and Homer must save their original work from getting destroyed.","""The Book Job""",5.7,Dan Vebber
1000,Steven Dean Moore,"""The Man in the Blue Flannel Pants""",Matthew Weiner,7,493,493–2307,1,11/27/2011,PABF01,PABF01,Nuclear regulator,23,23,"Homer becomes Mr. Burns' accountant executive after a successful launch party for Absolut Krusty. Meanwhile, Lisa gets Bart interested in classic literature by reading him Little Women.","""The Man in the Blue Flannel Pants""",5.6,Jeff Westbrook
1000,Steven Dean Moore,"""The Man in the Blue Flannel Pants""",Kevin Michael Richardson,7,493,493–2307,1,11/27/2011,PABF01,PABF01,Party guest,23,23,"Homer becomes Mr. Burns' accountant executive after a successful launch party for Absolut Krusty. Meanwhile, Lisa gets Bart interested in classic literature by reading him Little Women.","""The Man in the Blue Flannel Pants""",5.6,Jeff Westbrook
1000,Steven Dean Moore,"""The Man in the Blue Flannel Pants""",John Slattery,7,493,493–2307,1,11/27/2011,PABF01,PABF01,Robert Marlowe,23,23,"Homer becomes Mr. Burns' accountant executive after a successful launch party for Absolut Krusty. Meanwhile, Lisa gets Bart interested in classic literature by reading him Little Women.","""The Man in the Blue Flannel Pants""",5.6,Jeff Westbrook
1000,Michael Polcino,"""The Ten-Per-Cent Solution""",Joan Rivers,8,494,494–2308,1,12/4/2011,PABF02,PABF02,Annie Dubinsky,23,23,"When Krusty the Clown's show gets canceled (yet again), Krusty reunites with his original agent and bitter former lover Annie Dubinsky, who gets him a gig on cable television.","""The Ten-Per-Cent Solution""",9.0,Deb Lacusta & Dan Castellaneta
1000,Michael Polcino,"""The Ten-Per-Cent Solution""",Janeane Garofalo,8,494,494–2308,1,12/4/2011,PABF02,PABF02,Herself,23,23,"When Krusty the Clown's show gets canceled (yet again), Krusty reunites with his original agent and bitter former lover Annie Dubinsky, who gets him a gig on cable television.","""The Ten-Per-Cent Solution""",9.0,Deb Lacusta & Dan Castellaneta
1000,Michael Polcino,"""The Ten-Per-Cent Solution""",Kevin Dillon,8,494,494–2308,1,12/4/2011,PABF02,PABF02,Himself,23,23,"When Krusty the Clown's show gets canceled (yet again), Krusty reunites with his original agent and bitter former lover Annie Dubinsky, who gets him a gig on cable television.","""The Ten-Per-Cent Solution""",9.0,Deb Lacusta & Dan Castellaneta
1000,Michael Polcino,"""The Ten-Per-Cent Solution""",Jackie Mason,8,494,494–2308,1,12/4/2011,PABF02,PABF02,Rabbi Krustofski,23,23,"When Krusty the Clown's show gets canceled (yet again), Krusty reunites with his original agent and bitter former lover Annie Dubinsky, who gets him a gig on cable television.","""The Ten-Per-Cent Solution""",9.0,Deb Lacusta & Dan Castellaneta
1000,Mark Kirkland,"""Politically Inept, with Homer Simpson""",Dana Gould,10,496,496–2310,1,1/8/2012,PABF03,PABF03,Air marshall,23,23,"Video footage of Homer ranting about being harassed by TSA agents and forced to sit on a grounded plane for seven hours (due to airport incompetence) goes viral and lands Homer on cable television as a political pundit with his own show, but he stirs up mixed emotions with his planned endorsement of the next GOP Presidential candidate.","""Politically Inept, with Homer Simpson""",5.1,John Frink
1000,Mark Kirkland,"""Politically Inept, with Homer Simpson""",Ted Nugent,10,496,496–2310,1,1/8/2012,PABF03,PABF03,Himself,23,23,"Video footage of Homer ranting about being harassed by TSA agents and forced to sit on a grounded plane for seven hours (due to airport incompetence) goes viral and lands Homer on cable television as a political pundit with his own show, but he stirs up mixed emotions with his planned endorsement of the next GOP Presidential candidate.","""Politically Inept, with Homer Simpson""",5.1,John Frink
1000,Chris Clements,"""The D'oh-cial Network""",David Letterman,11,497,497–2311,1,1/15/2012,PABF04,PABF04,Himself,23,23,"Lisa wants more friends and starts her own social network website called SpringFace, which turns everyone into an online addict. Meanwhile, Patty and Selma compete against the Winklevoss twins for the 2012 Olympics.","""The D'oh-cial Network""",11.5,J. Stewart Burns
1000,Chris Clements,"""The D'oh-cial Network""",Tiger Lillies,11,497,497–2311,1,1/15/2012,PABF04,PABF04,Play the end credits,23,23,"Lisa wants more friends and starts her own social network website called SpringFace, which turns everyone into an online addict. Meanwhile, Patty and Selma compete against the Winklevoss twins for the 2012 Olympics.","""The D'oh-cial Network""",11.5,J. Stewart Burns
1000,Chris Clements,"""The D'oh-cial Network""",Armie Hammer,11,497,497–2311,1,1/15/2012,PABF04,PABF04,The Winklevoss twins,23,23,"Lisa wants more friends and starts her own social network website called SpringFace, which turns everyone into an online addict. Meanwhile, Patty and Selma compete against the Winklevoss twins for the 2012 Olympics.","""The D'oh-cial Network""",11.5,J. Stewart Burns
1000,Bob Anderson,"""Moe Goes from Rags to Riches""",Jeremy Irons,12,498,498–2312,1,1/29/2012,PABF05,PABF05,Bar rag,23,23,"Moe's bar rag tells the story of how it went from being part of a medieval tapestry to being Moe's most used prop. Meanwhile, Milhouse's friendship with Bart is strained after he compares Milhouse to Moe's bar rag.","""Moe Goes from Rags to Riches""",5.1,Tim Long
1000,Chuck Sheetz,"""The Daughter Also Rises""",Adam Savage,13,499,499–2313,1,2/12/2012,PABF06,PABF06,Himself,23,23,"Lisa falls in love with Nick, an intellectual romantic, and starts a secret romance with him. Meanwhile, Bart and Milhouse team up with the gang from MythCrackers to debunk some urban schoolyard legends.","""The Daughter Also Rises""",4.3,Rob LaZebnik
1000,Chuck Sheetz,"""The Daughter Also Rises""",Jamie Hyneman,13,499,499–2313,1,2/12/2012,PABF06,PABF06,Himself,23,23,"Lisa falls in love with Nick, an intellectual romantic, and starts a secret romance with him. Meanwhile, Bart and Milhouse team up with the gang from MythCrackers to debunk some urban schoolyard legends.","""The Daughter Also Rises""",4.3,Rob LaZebnik
1000,Chuck Sheetz,"""The Daughter Also Rises""",Michael Cera,13,499,499–2313,1,2/12/2012,PABF06,PABF06,Nick,23,23,"Lisa falls in love with Nick, an intellectual romantic, and starts a secret romance with him. Meanwhile, Bart and Milhouse team up with the gang from MythCrackers to debunk some urban schoolyard legends.","""The Daughter Also Rises""",4.3,Rob LaZebnik
1000,Matthew Nastuk,"""At Long Last Leave""",Julian Assange,14,500,500–2314,1,2/19/2012,PABF07,PABF07,Himself,23,23,"In the 500th episode, the Simpsons stumble upon a secret town meeting where everyone is voting to throw them out of Springfield. They find themselves in a an off-the-grid community.","""At Long Last Leave""",5.8,Michael Price
1000,Matthew Nastuk,"""At Long Last Leave""",Alison Krauss and Union Station,14,500,500–2314,1,2/19/2012,PABF07,PABF07,Perform the theme,23,23,"In the 500th episode, the Simpsons stumble upon a secret town meeting where everyone is voting to throw them out of Springfield. They find themselves in a an off-the-grid community.","""At Long Last Leave""",5.8,Michael Price
1000,Matthew Nastuk,"""At Long Last Leave""",Jackie Mason,14,500,500–2314,1,2/19/2012,PABF07,PABF07,Rabbi Krustofski,23,23,"In the 500th episode, the Simpsons stumble upon a secret town meeting where everyone is voting to throw them out of Springfield. They find themselves in a an off-the-grid community.","""At Long Last Leave""",5.8,Michael Price
1000,Matthew Nastuk,"""At Long Last Leave""",Kelsey Grammer,14,500,500–2314,1,2/19/2012,PABF07,PABF07,Sideshow Bob,23,23,"In the 500th episode, the Simpsons stumble upon a secret town meeting where everyone is voting to throw them out of Springfield. They find themselves in a an off-the-grid community.","""At Long Last Leave""",5.8,Michael Price
1000,Steven Dean Moore,"""Exit Through the Kwik-E-Mart""",Kenny Scharf,15,501,501–2315,1,3/4/2012,PABF09,PABF09,Himself,23,23,"After being forced to spend some time in a rabbit cage for a prank he didn't commit, Bart exacts revenge by spraypainting unflattering caricatures of Homer all over town, which become a sensation with real-life graffiti artistsShepard Fairey, Ron English, Kenny Scharf, and Robbie Conal. Meanwhile, Apu's Kwik-E-Mart is in danger of shutting down when it faces competition from a health-food supermarket.","""Exit Through the Kwik-E-Mart""",5.1,Marc Wilmore
1000,Steven Dean Moore,"""Exit Through the Kwik-E-Mart""",Robbie Conal,15,501,501–2315,1,3/4/2012,PABF09,PABF09,Himself,23,23,"After being forced to spend some time in a rabbit cage for a prank he didn't commit, Bart exacts revenge by spraypainting unflattering caricatures of Homer all over town, which become a sensation with real-life graffiti artistsShepard Fairey, Ron English, Kenny Scharf, and Robbie Conal. Meanwhile, Apu's Kwik-E-Mart is in danger of shutting down when it faces competition from a health-food supermarket.","""Exit Through the Kwik-E-Mart""",5.1,Marc Wilmore
1000,Steven Dean Moore,"""Exit Through the Kwik-E-Mart""",Ron English,15,501,501–2315,1,3/4/2012,PABF09,PABF09,Himself,23,23,"After being forced to spend some time in a rabbit cage for a prank he didn't commit, Bart exacts revenge by spraypainting unflattering caricatures of Homer all over town, which become a sensation with real-life graffiti artistsShepard Fairey, Ron English, Kenny Scharf, and Robbie Conal. Meanwhile, Apu's Kwik-E-Mart is in danger of shutting down when it faces competition from a health-food supermarket.","""Exit Through the Kwik-E-Mart""",5.1,Marc Wilmore
